ORF1,ORF2
YNL085W,YHR030C
YGR139W,YGL127C
YKL016C,YDR377W
YOR388C,YBL039C
YCL059C,YBR247C
YLR078C,YFR024C
YOR247W,YKL129C
YLR115W,YKL018W
YJR002W,YCL059C
YML088W,YDR328C
YIL097W,YBL049W
YNL189W,YGL040C
YNR031C,YDR138W
YDR173C,YDL017W
YMR264W,YBR283C
YNL238W,YJR053W
YHR204W,YHR019C
YMR152W,YMR047C
YPR083W,YMR294W
YOL020W,YCR086W
YPL024W,YDR060W
YMR240C,YJL203W
YDR299W,YDL017W
YMR124W,YGR218W
YLR347C,YBR103W
YDR381W,YDL063C
YLR423C,YLL049W
YOR122C,YJR091C
YOL139C,YJL138C
YIL106W,YDL028C
YGR191W,YBR159W
YHR030C,YDL029W
YNL061W,YGL111W
YOR158W,YGR120C
YLR234W,YDL101C
YHL022C,YBR160W
YJL084C,YBR160W
YMR238W,YLR295C
YDR318W,YDL053C
YOL131W,YMR238W
YML056C,YER142C
YOR299W,YJR116W
YLR163C,YBR245C
YOR250C,YBL075C
YDR505C,YDL044C
YGL161C,YDL226C
YPR100W,YBL038W
YMR047C,YML007W
YJR091C,YGR172C
YLR372W,YLL061W
YKL007W,YDR309C
YBR133C,YBR055C
YNL236W,YDR054C
YLR220W,YER029C
YLR465C,YLR447C
YLR242C,YBR023C
YNL298W,YGR014W
YMR159C,YMR048W
YOR039W,YIL131C
YHL002W,YDR259C
YNL189W,YHR216W
YPR159W,YDL147W
YOR150W,YNL284C
YMR125W,YLR275W
YHR033W,YDR128W
YKR078W,YBR160W
YPR198W,YOR016C
YLR115W,YDR228C
YDR465C,YBR217W
YFL066C,YER146W
YMR047C,YGL170C
YJL054W,YDL217C
YLR186W,YCL059C
YPL094C,YDR245W
YIL004C,YBL078C
YOL015W,YHR167W
YNL271C,YBR160W
YPR120C,YKR077W
YLR337C,YKL129C
YHR041C,YEL009C
YNR016C,YJR064W
YNL263C,YKR014C
YLR249W,YHR066W
YLR196W,YJR064W
YIL094C,YDR062W
YFR047C,YDL012C
YLR147C,YLL021W
YLR256W,YCL037C
YPR182W,YCL032W
YHR072W,YBR054W
YNL061W,YMR049C
YPR119W,YER111C
YCR011C,YBR159W
YMR032W,YGR250C
YOR089C,YER136W
YMR090W,YKL029C
YIR038C,YHR123W
YJR106W,YCL052C
YOR204W,YDR388W
YML048W,YBR159W
YLR359W,YGL100W
YMR048W,YER071C
YHL045W,YFL016C
YHR023W,YAL029C
YKL203C,YJL058C
YPL259C,YBL104C
YNR017W,YJR045C
YPR119W,YHR166C
YJR064W,YGL116W
YOR047C,YDR206W
YPL001W,YLL022C
YLR265C,YGL090W
YHR140W,YBR283C
YGL190C,YDR212W
YGL055W,YCR034W
YJL109C,YGR195W
YGL201C,YER161C
YPR041W,YDL149W
YKL108W,YBR160W
YDR331W,YCR024C-A
YIL106W,YBR255W
YJR091C,YBR161W
YMR129W,YBR160W
YJR076C,YCR002C
YLR447C,YDR305C
YGL137W,YCR093W
YKR099W,YGL242C
YJL074C,YEL043W
YMR279C,YLR393W
YHR005C,YBL016W
YLR147C,YER112W
YLR315W,YHR102W
YJL002C,YEL063C
YPL111W,YKL104C
YLR288C,YHR175W
YLR150W,YBL007C
YOR324C,YLR295C
YNL161W,YIL129C
YNL199C,YDR099W
YFL039C,YEL013W
YGL240W,YDR118W
YLR127C,YHR166C
YHR199C,YCR088W
YPL082C,YLR044C
YJL102W,YIR013C
YHL007C,YER177W
YMR026C,YLR214W
YNL243W,YCR088W
YPR017C,YLR397C
YOR104W,YLR288C
YNL233W,YER133W
YMR243C,YLR241W
YPL248C,YBR253W
YPL111W,YMR235C
YOL008W,YLR295C
YNL053W,YHR030C
YMR269W,YKR026C
YPL094C,YLR342W
YGL207W,YDR225W
YCL059C,YBL004W
YPL242C,YCL027W
YLR223C,YBR119W
YMR106C,YEL051W
YDR318W,YDL046W
YLR455W,YLR295C
YMR047C,YHR187W
YLR217W,YJR082C
YHR142W,YCL052C
YMR236W,YML015C
YMR225C,YGR220C
YDR176W,YBL005W
YLL021W,YIL144W
YPL227C,YHR123W
YOL002C,YHR114W
YNL061W,YMR290C
YNL047C,YML057W
YGR014W,YDL165W
YPL161C,YKR055W
YJL004C,YHR016C
YDL015C,YBR069C
YOR264W,YMR014W
YNL189W,YDL029W
YHL048W,YGR289C
YPL213W,YOR159C
YLR295C,YDR455C
YMR215W,YGL198W
YDR414C,YDL198C
YPR171W,YHL002W
YIL061C,YDL047W
YLR229C,YHL007C
YKL154W,YHL048W
YKL143W,YGR218W
YCR093W,YAL021C
YER008C,YBR160W
YJR091C,YGR187C
YLR002C,YDR329C
YLR427W,YAL035W
YOR230W,YDR212W
YLR216C,YKL117W
YLR005W,YDR311W
YNL284C,YMR225C
YOL051W,YDL005C
YJR007W,YGL049C
YJR091C,YER036C
YHL002W,YER118C
YJR091C,YDR526C
YMR116C,YDL040C
YDR307W,YCR034W
YLR347C,YGR144W
YPL256C,YDR480W
YMR106C,YJR064W
YPL043W,YJL109C
YPL076W,YLR034C
YPL043W,YNL175C
YOR161C,YGL230C
YPL204W,YLR304C
YPR124W,YOR311C
YPL258C,YFR021W
YNL258C,YLR440C
YOR212W,YIL142W
YKR026C,YER186C
YKR026C,YFL022C
YNL041C,YLR386W
YPR185W,YEL013W
YPL204W,YKL056C
YOL151W,YNL118C
YPR179C,YNL021W
YOR102W,YMR047C
YFR031C-A,YAL035W
YNR075W,YLL012W
YGR123C,YDR099W
YDL208W,YBL074C
YHR142W,YBR106W
YOR270C,YDL185W
YJR022W,YHR034C
YLR423C,YCR082W
YHR020W,YBR069C
YOL108C,YFR034C
YDL035C,YCR061W
YKR099W,YIR009W
YNL101W,YDL047W
YER110C,YAL034C
YMR264W,YGR060W
YNL021W,YCR084C
YLR264W,YKL017C
YOR123C,YOL145C
YNL135C,YMR205C
YNL189W,YHR025W
YNL189W,YER040W
YLR264W,YAR018C
YKL068W,YDL207W
YMR303C,YLR074C
YPR121W,YHR135C
YPL248C,YHR041C
YIL035C,YDL195W
YIR031C,YBR160W
YNL271C,YML109W
YNL326C,YIL104C
YGR218W,YGL170C
YPL078C,YBL099W
YJL030W,YDR206W
YCL032W,YBR059C
YMR052W,YDR200C
YOR025W,YLR403W
YGR014W,YAR027W
YGR246C,YER148W
YMR277W,YGR186W
YIL132C,YBL026W
YDR510W,YDL013W
YNL037C,YER020W
YNL088W,YGL019W
YNR012W,YDL239C
YOR047C,YDR477W
YHL002W,YGR268C
YHR184W,YDL239C
YKL065C,YFL048C
YLR324W,YDL089W
YPR110C,YBR245C
YPR198W,YML048W
YNL118C,YBL034C
YPR120C,YBR135W
YJL196C,YGL053W
YLR288C,YLR009W
YPR124W,YBR106W
YJR082C,YFL021W
YML115C,YBR205W
YLR372W,YJR010C-A
YLR372W,YLL028W
YOL156W,YAR027W
YHR197W,YDR131C
YNL189W,YKL067W
YLR423C,YER092W
YLR267W,YDR281C
YMR047C,YBR105C
YPR088C,YDL092W
YOR136W,YDR373W
YLR088W,YIR038C
YOL144W,YML121W
YLR460C,YGR023W
YDR330W,YBL034C
YHR114W,YER032W
YGL112C,YER148W
YPL105C,YMR146C
YPL264C,YGR060W
YPL240C,YLR256W
YJR017C,YIL033C
YKL022C,YGL003C
YPR113W,YML008C
YLL026W,YGR119C
YIR017C,YGL127C
YKL011C,YDR214W
YNL189W,YLR345W
YLR072W,YGR017W
YDR523C,YDR372C
YLR423C,YDR148C
YKR092C,YKL023W
YOR304W,YER164W
YOL062C,YJR005W
YOL021C,YNL189W
YLR202C,YIR010W
YLR453C,YLR433C
YIR017C,YFL008W
YJL167W,YDR369C
YOR102W,YML075C
YLR164W,YHR041C
YLR357W,YKL074C
YKL059C,YGL049C
YNL312W,YJR144W
YPL265W,YLR222C
YPL194W,YBR160W
YMR246W,YDR398W
YNR050C,YLR453C
YPL042C,YNL025C
YPR154W,YOR181W
YMR183C,YHR171W
YNL229C,YBL101W-A
YLR298C,YDL087C
YKL095W,YGR278W
YER056C,YBR106W
YNL061W,YLR449W
YOR372C,YDL203C
YMR012W,YGL174W
YLR347C,YKR048C
YOL078W,YNL006W
YPL070W,YNL331C
YMR291W,YLR396C
YNL189W,YFL017C
YJR090C,YGR267C
YFR002W,YDR335W
YFL017C,YBL072C
YLR411W,YBR126C
YLR291C,YDR444W
YLL065W,YER022W
YLR216C,YDR394W
YHR114W,YDL134C
YFL048C,YCR034W
YER105C,YEL015W
YOR326W,YJR132W
YPR105C,YLR423C
YPL254W,YOL148C
YMR047C,YKL221W
YOL094C,YDR214W
YGL127C,YCR030C
YGR252W,YDR448W
YMR108W,YDL059C
YOR239W,YKL093W
YGR179C,YBR211C
YLR310C,YDL047W
YOR016C,YGR060W
YLR103C,YEL032W
YKR036C,YDR212W
YDL070W,YBR009C
YJL041W,YDR116C
YLR208W,YGL200C
YPR171W,YFR024C
YCR024C-A,YBR290W
YNL091W,YIR009W
YJR091C,YBL089W
YFL062W,YCR068W
YML048W,YDR297W
YOR358W,YGR236C
YGR238C,YBR160W
YDL189W,YBR160W
YML016C,YBR119W
YJL196C,YBR159W
YNL094W,YJR082C
YLR096W,YKL210W
YIL140W,YDR468C
YPL070W,YBL039C
YER029C,YDL087C
YHR147C,YBL093C
YLR085C,YDL237W
YNL339C,YBR160W
YCL052C,YBR036C
YML097C,YBR102C
YFR040W,YDL113C
YLR016C,YHR152W
YOR361C,YNL062C
YOR244W,YNL107W
YMR013C,YDL054C
YKL063C,YEL017W
YDR307W,YBR159W
YOR098C,YBR017C
YLR074C,YJL122W
YHR107C,YDR309C
YBR217W,YAR031W
YMR001C,YJL019W
YNL125C,YAR027W
YNL257C,YBR160W
YNR024W,YER022W
YPL101W,YPL086C
YGL237C,YBL021C
YOL090W,YER142C
YGR234W,YDR108W
YMR005W,YDR145W
YOR320C,YDR378C
YML115C,YDL052C
YOR081C,YJL020C
YMR047C,YDL081C
YDR347W,YDR036C
YMR290C,YER126C
YMR199W,YJL157C
YJR091C,YER029C
YNL318C,YML019W
YGL098W,YCR011C
YKR019C,YAR060C
YNL189W,YMR273C
YPR028W,YHR133C
YML012W,YAL007C
YGR264C,YGL112C
YLR180W,YCL030C
YKR026C,YER146W
YNL061W,YHR052W
YJR112W,YGL075C
YLR059C,YJR091C
YJR015W,YHR188C
YNL229C,YKL095W
YGL011C,YFL007W
YLR131C,YDR295C
YGL249W,YEL069C
YPL093W,YNL110C
YER138C,YBR135W
YPR086W,YCL051W
YKL065C,YHL042W
YMR106C,YDR128W
YPL051W,YKL206C
YMR109W,YJL095W
YDR099W,YDR001C
YMR255W,YHR016C
YKR067W,YGL137W
YDR318W,YDL061C
YJR040W,YGL212W
YKL023W,YHR058C
YOR221C,YKL221W
YDL059C,YAL015C
YNL258C,YGL145W
YJR022W,YCR077C
YMR203W,YGR082W
YPL209C,YGR113W
YMR032W,YLR423C
YLR310C,YLL016W
YNL132W,YCL059C
YJR022W,YJL021C
YJR089W,YDR328C
YHR086W,YDL087C
YLR109W,YGL090W
YER073W,YEL042W
YMR043W,YML099C
YPL216W,YDR398W
YML112W,YJL006C
YHR114W,YDL213C
YOR016C,YDL054C
YMR116C,YCL059C
YMR288W,YCR077C
YOR106W,YKL196C
YER082C,YCL059C
YHR166C,YEL034W
YMR232W,YCR009C
YMR149W,YLL028W
YGL124C,YDL077C
YNL190W,YLR288C
YPL057C,YHR114W
YPL031C,YDR226W
YLR447C,YDR316W
YNL175C,YKL172W
YJL197W,YIL131C
YPR110C,YDL160C
YER021W,YBR272C
YLR291C,YKL205W
YML064C,YGR268C
YOL139C,YJL005W
YNL032W,YJR091C
YNL061W,YDL014W
YNR060W,YDR384C
YLR373C,YEL006W
YGR146C,YGL237C
YKL154W,YDR297W
YPR156C,YMR215W
YLR083C,YIL013C
YMR292W,YEL063C
YEL030W,YAL015C
YPL093W,YFR031C-A
YLR437C,YIR017C
YIL049W,YBR285W
YGL212W,YGL042C
YPL195W,YOR106W
YGR191W,YCR034W
YNR072W,YMR243C
YGR060W,YAL007C
YOL021C,YGR158C
YML048W,YBR183W
YOR326W,YMR304W
YGR060W,YBR159W
YFR013W,YBR245C
YFL039C,YBR118W
YJR117W,YBR283C
YLR314C,YJR076C
YMR264W,YLR018C
YGR081C,YDL060W
YKR081C,YDR386W
YOL030W,YLL023C
YOR259C,YBR017C
YNL230C,YJR091C
YIL061C,YBL045C
YER082C,YBL008W
YPL138C,YMR179W
YLR372W,YDR297W
YOR353C,YHR102W
YLR449W,YKR081C
YNL127W,YKL152C
YGL121C,YAL056W
YDR027C,YBR160W
YMR047C,YHL009C
YPR110C,YKL104C
YOL108C,YOL067C
YPL001W,YBR272C
YKL023W,YBR006W
YOL129W,YGL212W
YHL004W,YBL014C
YBR160W,YBR098W
YLL005C,YBR291C
YPL140C,YBR088C
YNL189W,YER179W
YOL041C,YDL213C
YPR079W,YDR456W
YER110C,YDL052C
YMR047C,YHL049C
YOR197W,YJR091C
YGR229C,YGR185C
YOR272W,YGL237C
YPR181C,YPL187W
YNL048W,YBR106W
YNL230C,YDR381W
YML002W,YAR027W
YMR058W,YDL212W
YNL061W,YKL009W
YER068W,YDL165W
YPL043W,YHR073W
YPR072W,YPL043W
YJL041W,YFR002W
YER161C,YDL014W
YOR001W,YHR081W
YIL142W,YDR075W
YPR033C,YOR190W
YNL091W,YER112W
YOR045W,YBR077C
YJR091C,YGL084C
YLR288C,YKL024C
YOL006C,YFR011C
YOR331C,YGL181W
YJL176C,YAL009W
YLR074C,YDL051W
YFL024C,YBR009C
YER081W,YDR483W
YPL076W,YGL051W
YDR224C,YDL200C
YGL019W,YBR009C
YKR046C,YBR017C
YOL108C,YIL070C
YJR068W,YBR039W
YNL047C,YMR309C
YMR109W,YIL156W
YKL081W,YIL046W
YPR182W,YGR013W
YNL037C,YML057W
YOL130W,YGL025C
YHR135C,YGR111W
YPL213W,YKL095W
YOL004W,YHR178W
YKL113C,YJR091C
YGR268C,YAL041W
YMR258C,YIL019W
YML123C,YFL041W
YKL166C,YJL164C
YLR372W,YDR046C
YGR090W,YBR251W
YML048W,YEL063C
YPR025C,YDL108W
YLR292C,YIL065C
YKL008C,YIL016W
YJL062W,YER118C
YNL244C,YLR399C
YOL003C,YGL042C
YHR052W,YER133W
YPL106C,YGR234W
YPR016C,YER002W
YNL101W,YGL051W
YLL054C,YHR114W
YPR096C,YJR082C
YMR083W,YLR080W
YMR296C,YDR365C
YPL204W,YJL098W
YLR025W,YGR122W
YLR096W,YAR014C
YGR218W,YDL065C
YLR291C,YCR076C
YMR223W,YGR252W
YMR116C,YER171W
YPL204W,YDR023W
YNL189W,YDR227W
YJR091C,YGL229C
YPL204W,YBL047C
YMR125W,YGR013W
YOL013C,YLR207W
YOR212W,YAL041W
YDR121W,YBR278W
YLR196W,YIL142W
YPL264C,YDR297W
YKR039W,YDL212W
YJL186W,YDL138W
YER133W,YDR028C
YPR110C,YPR067W
YJR048W,YHR098C
YPL274W,YHR007C
YHR183W,YHR030C
YGR162W,YAL036C
YML064C,YKL010C
YPL259C,YOR187W
YIL034C,YCL056C
YMR159C,YDR510W
YPR156C,YBL040C
YML108W,YJR025C
YPR192W,YNL101W
YNL189W,YLR303W
YKL205W,YGR074W
YOR370C,YNL093W
YNL086W,YCL032W
YOL004W,YCR084C
YIL125W,YDR148C
YOL006C,YGL207W
YNR052C,YNL288W
YLR347C,YDL088C
YER025W,YBR217W
YLR291C,YDR448W
YPR028W,YDL089W
YDL157C,YCL056C
YHR041C,YBR179C
YPR137W,YCL059C
YKL004W,YJL196C
YNL135C,YNL023C
YGR254W,YBL105C
YLR447C,YJR006W
YOR302W,YOR039W
YHL044W,YER022W
YOR180C,YFL018C
YJR144W,YDL213C
YJR091C,YJL034W
YHR030C,YGR086C
YGR048W,YDL126C
YJL013C,YGL229C
YKL065C,YGL104C
YLR424W,YGR113W
YNL298W,YDR309C
YHL038C,YDL213C
YOR181W,YAL029C
YLR386W,YER112W
YOR249C,YHR166C
YMR109W,YJL020C
YNL244C,YCR079W
YOL139C,YGL237C
YLR409C,YDR283C
YNL101W,YBR159W
YDR238C,YDL145C
YGR274C,YCR093W
YPL227C,YMR058W
YMR303C,YLR216C
YPR086W,YDR216W
YML048W,YGR060W
YIL047C,YGR260W
YNL042W,YBR160W
YPR107C,YKL059C
YMR288W,YDL087C
YJR022W,YGL173C
YPR055W,YBR102C
YFL041W,YCL025C
YNR065C,YCR028C
YMR112C,YBR253W
YNL061W,YLR197W
YOR097C,YJR091C
YPL240C,YAL005C
YLR356W,YHR085W
YKL211C,YDL029W
YPL259C,YBR221C
YCR079W,YBR126C
YML015C,YDR174W
YDR469W,YBL016W
YML132W,YBR159W
YLR079W,YBR135W
YPR079W,YNL194C
YOR317W,YGR092W
YHR142W,YGR260W
YOR195W,YDL074C
YMR176W,YBR009C
YDR448W,YBR278W
YPL130W,YKL047W
YPR156C,YDL212W
YPL264C,YML048W
YDR214W,YBR217W
YPR086W,YOR114W
YJL070C,YDR250C
YMR153W,YML031W
YKR030W,YER031C
YNL313C,YMR304W
YOL101C,YJR091C
YML059C,YFR021W
YOR181W,YHR016C
YOR089C,YNL093W
YLR163C,YLR086W
YJR022W,YER029C
YLL006W,YDR345C
YPR028W,YGR004W
YGR260W,YCR034W
YIL142W,YGR040W
YML064C,YGR155W
YPL195W,YBR288C
YLR034C,YEL027W
YMR012W,YBR142W
YMR213W,YER013W
YPR086W,YLR201C
YJL137C,YFR015C
YPR156C,YGR284C
YHL007C,YDR099W
YKL173W,YKL095W
YJR091C,YFR028C
YNL027W,YLR433C
YPL237W,YLR291C
YOL135C,YDR443C
YPL169C,YHR015W
YMR125W,YHR086W
YHR103W,YFR021W
YPR201W,YAL007C
YOL051W,YBR193C
YJR091C,YHR130C
YDR414C,YDR245W
YLR067C,YGR028W
YOR232W,YFR003C
YLR453C,YFL050C
YOR047C,YLR446W
YNL189W,YHL009C
YNL084C,YHR158C
YPL178W,YGR162W
YNL130C,YIL114C
YGR175C,YGR060W
YMR290C,YIL035C
YPL153C,YBR136W
YMR077C,YJR102C
YLR347C,YER023W
YPR111W,YOR335C
YIL132C,YHR114W
YMR215W,YDL015C
YKR039W,YDR331W
YML048W,YHL048W
YLR233C,YKL014C
YPR041W,YGL099W
YOR128C,YEL018W
YGR060W,YCR034W
YPL076W,YML048W
YOR057W,YDL132W
YJL117W,YBR290W
YDR318W,YDL041W
YCR061W,YBR029C
YDR416W,YBR188C
YDR362C,YBR123C
YHR086W,YDR235W
YPR048W,YDL215C
YPL070W,YOR260W
YDR337W,YDL126C
YLR096W,YKL081W
YGL240W,YDL008W
YOL041C,YJL033W
YLR314C,YCL024W
YDR140W,YAR003W
YPR023C,YOR244W
YJR144W,YIL035C
YJL036W,YBR274W
YGL223C,YDR034C
YOR181W,YJL151C
YOR160W,YMR047C
YNL189W,YMR226C
YMR047C,YJR042W
YGL181W,YDL233W
YML067C,YML048W
YGL044C,YDR016C
YOR349W,YGL190C
YFR032C,YDL213C
YLR129W,YCR057C
YML078W,YML064C
YMR054W,YKL080W
YPL088W,YJR091C
YLR319C,YLL021W
YNR028W,YGL127C
YGR134W,YCR093W
YOL154W,YAR014C
YJL202C,YGR060W
YDR176W,YCR041W
YJR007W,YDR211W
YHR158C,YAL024C
YLL028W,YGL051W
YGR218W,YGL092W
YPR165W,YLR342W
YGR296W,YBR103W
YOR284W,YNL189W
YPL249C,YDR388W
YJL039C,YBR270C
YPR120C,YMR036C
YKL065C,YHR094C
YBR290W,YBR159W
YNL243W,YFL039C
YFR037C,YDL002C
YNL281W,YGR283C
YKL002W,YER011W
YPR086W,YGR207C
YMR012W,YBR136W
YIR038C,YDR120C
YMR276W,YIL075C
YLR447C,YDR259C
YMR089C,YER017C
YGL241W,YDR225W
YPR171W,YKL007W
YPL111W,YBR011C
YPR086W,YGR232W
YOR112W,YLL006W
YJL154C,YGL166W
YLR446W,YDR259C
YJR117W,YHR007C
YJR091C,YDL013W
YML042W,YLR014C
YLR015W,YDR469W
YHL004W,YGR215W
YPL032C,YER177W
YGL190C,YDR188W
YLR189C,YBL038W
YNL021W,YDR295C
YOR209C,YCL076W
YPR086W,YMR193W
YOR355W,YNL236W
YPL227C,YCR024C-A
YGR005C,YBR017C
YER125W,YDL160C
YBR098W,YBL007C
YNL236W,YBR253W
YLR418C,YDL140C
YJR064W,YDR142C
YJL124C,YDR037W
YPL231W,YIL038C
YPR051W,YCL032W
YHR026W,YBR036C
YLR424W,YBR217W
YNL092W,YHR188C
YNL167C,YBR112C
YNL255C,YHR171W
YIR014W,YCL027W
YOR171C,YER071C
YOL145C,YGL244W
YNL127W,YGL131C
YGR172C,YGL198W
YMR299C,YGR260W
YNL044W,YGR172C
YNL048W,YJR117W
YPL240C,YOR027W
YBR160W,YBR138C
YLR301W,YJR105W
YEL027W,YBR298C
YMR058W,YGR284C
YNL131W,YNL121C
YPL126W,YCR057C
YOR145C,YJL069C
YNL317W,YJR093C
YLR243W,YFL023W
YMR106C,YJR072C
YLR288C,YCR096C
YPR025C,YER171W
YJL010C,YHR109W
YLR372W,YJL222W
YMR308C,YGL197W
YGL063W,YFL018C
YOR212W,YMR120C
YJR022W,YHR165C
YOR176W,YGR123C
YKL129C,YGR192C
YKL065C,YHR140W
YDR194C,YDL213C
YMR047C,YHR038W
YOR056C,YOL086C
YJL020C,YER032W
YNL061W,YDR496C
YNL189W,YGR136W
YPL174C,YJL184W
YLR102C,YHR166C
YHR200W,YGR232W
YOR201C,YNL284C
YMR080C,YJR132W
YOL131W,YLR182W
YOL090W,YML095C
YNL210W,YER022W
YNL214W,YJR091C
YNR053C,YJR022W
YHL002W,YCL008C
YER145C,YDR456W
YJR002W,YCR057C
YLR304C,YGR040W
YOR144C,YOL094C
YCR034W,YBR290W
YPR086W,YIL033C
YNL205C,YLR295C
YOR364W,YNL155W
YFL039C,YER125W
YMR043W,YER022W
YOR089C,YGL161C
YKL103C,YGR119C
YNL147W,YJL124C
YKR044W,YHR159W
YGL190C,YBR009C
YIL142W,YDR030C
YDR097C,YDL156W
YKL154W,YDR331W
YOR027W,YKL210W
YNL290W,YHR191C
YNL125C,YMR149W
YPR164W,YOL133W
YGL130W,YBL075C
YML111W,YER125W
YMR303C,YKL108W
YPR118W,YLR295C
YOR029W,YBR109C
YMR049C,YGR103W
YJR091C,YBR293W
YPL060W,YLR373C
YBR272C,YBR009C
YNR040W,YMR047C
YGR245C,YGR103W
YJR091C,YER058W
YOL016C,YGL127C
YLR373C,YDR508C
YLR423C,YHR043C
YMR054W,YLR447C
YDR276C,YCL025C
YKL205W,YKL144C
YOR264W,YHR067W
YKL068W,YER110C
YJR059W,YBR160W
YHR166C,YBR270C
YKR079C,YJL208C
YLL006W,YKL174C
YLR295C,YJR133W
YLR453C,YLR315W
YJR093C,YCL032W
YOR047C,YGR188C
YER082C,YEL061C
YDL213C,YBL002W
YJL004C,YFR024C
YHR142W,YDR297W
YPL060W,YGR052W
YFL062W,YBR159W
YNL331C,YDL243C
YOL108C,YMR308C
YLR096W,YHR158C
YMR316W,YER125W
YLR123C,YCL016C
YMR049C,YKL021C
YNL141W,YKL086W
YOL135C,YJL138C
YKL085W,YDR129C
YPL012W,YNL110C
YNL138W,YDL052C
YBR160W,YAL040C
YMR109W,YBR234C
YLR309C,YHR041C
YER118C,YER039C
YMR290C,YJL033W
YPL147W,YDR284C
YLR310C,YLL024C
YLR347C,YBR176W
YPL255W,YDL239C
YML064C,YLR328W
YLR295C,YJL100W
YGL025C,YDL154W
YOR319W,YHR209W
YLR052W,YGL220W
YMR276W,YEL037C
YGL042C,YDR342C
YFL009W,YDR328C
YCR088W,YBL007C
YNL244C,YMR309C
YBR200W,YBR160W
YLR116W,YKL074C
YGR086C,YDR200C
YDL100C,YBR014C
YOR100C,YBL078C
YGL070C,YDR054C
YIL115C,YDR395W
YKR096W,YJL069C
YHR023W,YGR274C
YOR181W,YFR024C-A
YKL174C,YKL008C
YGR020C,YCL016C
YPR107C,YLR277C
YIL144W,YFL008W
YNL128W,YMR108W
YLR177W,YCL026C-A
YKL059C,YKL018W
YKR034W,YJR066W
YLR424W,YDL113C
YNL265C,YLR291C
YNR061C,YMR047C
YNL182C,YBR009C
YGR050C,YBR109C
YOR348C,YMR228W
YJR091C,YBR174C
YML055W,YLR078C
YGL097W,YBR160W
YHL029C,YCR095C
YOL041C,YGL035C
YPL213W,YMR240C
YML131W,YHR114W
YOR207C,YER164W
YKR099W,YGR229C
YOR181W,YBR260C
YHR188C,YHL017W
YNL050C,YJR022W
YGR252W,YBR253W
YER064C,YDR034C
YLR074C,YHR170W
YNL083W,YHR190W
YDR441C,YDR084C
YAL024C,YAL016W
YDL164C,YBR088C
YFR015C,YER133W
YLR115W,YGR156W
YMR215W,YIL016W
YNL175C,YMR001C
YMR047C,YDR335W
YGR260W,YGL051W
YOL149W,YJR022W
YPR099C,YML104C
YNL118C,YCR076C
YMR003W,YLR295C
YGR262C,YGR233C
YOR378W,YDL164C
YER112W,YBL026W
YKL210W,YDR092W
YOL133W,YLL034C
YOR317W,YKR026C
YLR206W,YAL041W
YNL121C,YJL093C
YPL264C,YER005W
YKL143W,YBR247C
YKL154W,YGR060W
YGL245W,YBR217W
YKL065C,YHR110W
YDR509W,YDR271C
YKL090W,YGR024C
YPL169C,YNL277W
YMR319C,YJL128C
YGL070C,YBR176W
YPL050C,YMR088C
YJL013C,YGL116W
YER065C,YBR009C
YOR039W,YNL330C
YNR019W,YBR106W
YMR276W,YDR427W
YNR037C,YJR091C
YLR045C,YAL047C
YPL049C,YML064C
YPL070W,YER086W
YDL145C,YBL056W
YER044C,YDR034C
YOR174W,YBR253W
YML046W,YDL087C
YPR114W,YJR091C
YMR047C,YIL115C
YPR079W,YBR037C
YPR086W,YHL045W
YKR020W,YHR090C
YPL203W,YIL033C
YIL035C,YBR009C
YPL078C,YNL048W
YNL301C,YLR288C
YJL092W,YDR510W
YGL078C,YBR217W
YER144C,YDL044C
YLR074C,YDR175C
YDL098C,YBR152W
YLR018C,YCR034W
YJR091C,YDR361C
YPL043W,YNL110C
YJL117W,YHR114W
YKR081C,YHR197W
YHR193C,YDR252W
YNL147W,YDL160C
YIL026C,YFL008W
YPR165W,YPL028W
YKL068W,YJR042W
YDR468C,YAL030W
YOL102C,YNL132W
YNL308C,YDL213C
YPL053C,YER022W
YLR333C,YJR091C
YMR049C,YJR091C
YPR192W,YCR034W
YKL016C,YFR028C
YEL023C,YDL011C
YOR302W,YNL036W
YER086W,YBR162C
YPR078C,YDR422C
YOR206W,YLR427W
YNL250W,YNL084C
YLR257W,YGR047C
YKL067W,YBR009C
YPL254W,YDR176W
YKL161C,YKL104C
YJR091C,YIL060W
YGL240W,YFR036W
YKL063C,YER022W
YLR006C,YDL235C
YPR107C,YER133W
YPL153C,YJL115W
YHL006C,YDR078C
YER112W,YDL043C
YGR090W,YBL004W
YLL018C,YHR056C
YML008C,YHR114W
YOR344C,YKL059C
YKL129C,YHR114W
YER173W,YDL154W
YNL147W,YER146W
YDR301W,YDL140C
YBL101W-A,YBL043W
YPL093W,YER126C
YLR191W,YDL113C
YNL263C,YFL038C
YMR059W,YBR009C
YNL230C,YLR196W
YPL222W,YGR048W
YHR114W,YBR205W
YDL007W,YBR272C
YNR001C,YER022W
YER032W,YDR259C
YOR093C,YNL118C
YER062C,YDL059C
YOL131W,YNL266W
YPL178W,YLR347C
YIL122W,YBR160W
YMR047C,YLL026W
YDR408C,YCR063W
YPL227C,YJR010C-A
YPL151C,YMR213W
YKL004W,YBR044C
YKL103C,YBR010W
YMR042W,YML099C
YOL115W,YAR073W
YJL117W,YHL048W
YNL288W,YER068W
YNL125C,YLR196W
YJR017C,YIL021W
YPL019C,YGR260W
